														
Analyse du cycle de vie des produits	id: + 2076													
Pour noter on utilise notamment :	Un code particulier à apprendre par cœur	Des mots entiers pour bien se relire	Des abréviations, symboles…	Des schémas sans phrases		ANSWERS	Des abréviations, symboles…							
Il est préférable de présenter les notes :	Sans hiérarchiser	Avec des titres et des sous-titres	Avec des titres, des sous-titres et des subdivisions par idée	Par liste d’idées		ANSWERS	Avec des titres, des sous-titres et des subdivisions par idée							
En classe j’ai le temps de :	Tout noter et surligner	Noter l’essentiel sans distinction	Noter le plan, l’essentiel et les notions importantes en rouge	Noter l’essentiel, trier et lier au cours précédent		ANSWERS	Noter le plan, l’essentiel et les notions importantes en rouge							
Pour utiliser efficacement ma prise de notes je dois :	Relire avec les documents, vérifier les définitions	Apprendre entièrement par cœur sans relire les documents	Apprendre uniquement les nouveaux mots	Relire uniquement avant un contrôle		ANSWERS	Relire avec les documents, vérifier les définitions							
« Qqch. », « vs. », «  mtnt », ces abréviations signifient :	« Quelqu’un », « versus », « maintient ».	« Quelque recherche », « véritable », « maintenir ».	« Quelque chose », « contre », « maintenant ».	« Cocher » », « vers », « maintenance ».		ANSWERS	« Quelque chose », « contre », « maintenant ».							
														
Eléments d'analyse d'oeuvres musicales	id: + 3437													
Cerner le caractère d’une œuvre c’est :	Définir la façon dont est interprétée une pièce musicale.	Se conformer aux indications concernant le rythme et l'intonation.	Souligner ce qui guide l’écoute de l’observateur.	Donner un avis justifié mis en relation avec d’autres critiques.		ANSWERS	Définir la façon dont est interprétée une pièce musicale.							
Le contexte d’une œuvre c’est :	Sa provenance, son histoire, les circonstances de l'exécution.	Son contenu politique et social.	Son courant artistique.	Sa place dans l’histoire.		ANSWERS	Sa provenance, son histoire, les circonstances de l'exécution.							
Le genre musical c’est :	Une manière de situer un morceau.	Un courant historique de référence.	Un ensemble d’œuvres aux caractéristiques communes.	Une technique utilisée par l’artiste.		ANSWERS	Un ensemble d’œuvres aux caractéristiques communes.							
Le sujet d’une œuvre c’est :	La raison qui a motivé sa création.	Ce qu’évoque l’œuvre.	L’école à laquelle appartient l’artiste.	L’idée défendue par l’artiste.		ANSWERS	Ce qu’évoque l’œuvre.							
Un courant musical c’est :	Une grande étape de l’histoire de la musique.	Une autre façon de nommer le « genre ».	Un choix instrumental particulier.	Une adhésion à une cause commune.		ANSWERS	Une grande étape de l’histoire de la musique.							
La composition c’est :	La manière dont le public va percevoir une œuvre musicale.	L'ensemble des contrastes crescendo ou decrescendo.	L’organisation des rythmes, couplets et strophes.	L’ensemble des choix par lesquels l'expression musicale correspond à la pensée de son créateur.		ANSWERS	L’ensemble des choix par lesquels l'expression musicale correspond à la pensée de son créateur.							
L’ostinatos c’est :	Motif répété.	Un ensemble de mélodies.	Une arythmie.	Un effet plus modéré qu’un fortissimo.		ANSWERS	Motif répété.							
Une polyrythmie c’est :	L’emploi d’un seul motif répété.	L’emploi simultané de plusieurs structures rythmiques.	L’emploi successif de plusieurs motifs répétés.	Un ensemble de mélodies.		ANSWERS	L’emploi simultané de plusieurs structures rythmiques.							
La formation instrumentale se définie par les termes :	« Mouvement ascendant ou descendant ».	« Famille et mode de jeux »	« Soliste, chœur, tessitures ».	« Modes majeur, mineur ».		ANSWERS	« Famille et mode de jeux »							
La phrase fausse est :	L’intensité peut être : piano, mezzo forte, forte, fortissimo.	Le registre peut être : grave, médium, aigu.	Ve au XVe siècle est l’époque de la Musique Médiévale.	« a cappella » qualifie un instrument.		ANSWERS	« a cappella » qualifie un instrument.							
														
Les aires urbaines, une nouvelle géographie d'une France mondialisée	id: + 3438													
Combien d’habitants compte l’aire urbaine de Lyon de nos jours ?	900 000 habitants	1,5 million d’habitants	2 millions d’habitants	2,5 millions d’habitants		ANSWERS	2 millions d’habitants							
A quelle distance s’étendent les couronnes périurbaines de la ville de Lyon de nos jours ?	15 km	30 km	40 km	50 km		ANSWERS	40 km							
Comment se nomme le fleuve qui traverse Lyon ?	Le Rhin	La Loire	Le Rhône	La Seine		ANSWERS	Le Rhône							
Quels espaces constituent une aire urbaine ?	Un centre-ville, ses banlieues et la couronne périurbaine	Un centre-ville et ses banlieues	Une ville-centre, ses banlieues et la couronne périurbaine	Une ville-centre et la couronne périurbaine		ANSWERS	Une ville-centre, ses banlieues et la couronne périurbaine							
Comment appelle-t-on l’étalement des villes sur les campagnes ?	La métropolisation	La périurbanisation	La mobilité	Les migrations pendulaires		ANSWERS	La périurbanisation							
Quel pourcentage de la population française vit en ville de nos jours ?	50%	65%	75%	85%		ANSWERS	85%							
Quelle conséquence a l’étalement urbain sur les mobilités ?	Les mobilités sont diminuées du fait de l’étalement urbain.	Les mobilités se multiplient, puisque les Français doivent rejoindre les couronnes périurbaines pour leur travail.	Les mobilités sont diminuées grâce aux transports en commun.	Les mobilités se multiplient puisque les emplois sont majoritairement dans les villes-centres tandis que les espaces périphériques accueillent de plus en plus de logements.		ANSWERS	Les mobilités se multiplient puisque les emplois sont majoritairement dans les villes-centres tandis que les espaces périphériques accueillent de plus en plus de logements.							
Parmi les villes suivantes, laquelle est considérée comme une ville mondiale ?	Lyon	Paris	Nantes	Lille		ANSWERS	Paris							
Qu’est-ce qu’une migration pendulaire ?	Une migration venue d’un pays voisin de la France	Une migration régulière, pour le tourisme d’affaire	Un déplacement quotidien entre le lieu de résidence et le lieu de travail	Un déplacement régulier à l’étranger		ANSWERS	Un déplacement quotidien entre le lieu de résidence et le lieu de travail							
Quelles métropoles connaissent une plus grande croissance ?	Les métropoles du Nord et de l’Est	Les métropoles de l’Est et du Sud	Les métropoles du Sud et de l’Ouest	Les métropoles de l’Ouest et du Nord		ANSWERS	Les métropoles du Sud et de l’Ouest							
														
Le courant électrique dans certaines solutions aqueuses	id: + 3439													
Dans un métal, les atomes sont :	Empilés de façon irrégulière	Empilés de façon régulière	Il n’y a pas d’atomes		ANSWERS	Empilés de façon régulière								
Les électrons les plus éloignés du noyau sont appelés :	Electrons libres	Electrons loin	Electrons seuls		ANSWERS	Electrons libres								
Un métal :	Conduit le courant électrique	Ne conduit pas le courant électrique		ANSWERS	Conduit le courant électrique									
Lorsqu’un métal est inséré dans un montage électrique, en appliquant une tension à partir d’un générateur, entre les bornes de ce métal, les électrons les plus éloignés du noyau :	Ne se déplacent pas	Se déplacent dans des directions opposées	Se déplacent ensemble dans la même direction		ANSWERS	Se déplacent ensemble dans la même direction								
Lorsqu’un métal est inséré dans un montage électrique et qu’une tension est appliquée aux bornes de ce dernier, les électrons libres vont se déplacer ensemble dans la même direction :	De la borne positive à la borne négative	De la borne négative à la borne positive		ANSWERS	De la borne négative à la borne positive									
Lorsqu’un métal est inséré dans un montage électrique et qu’une tension est appliquée aux bornes de ce dernier, les électrons libres vont se déplacer ensemble dans la même direction :	Dans le sens conventionnel du courant.	A l’inverse du sens conventionnel du courant.		ANSWERS	A l’inverse du sens conventionnel du courant.									
Une solution aqueuse d’eau déminéralisée ne contenant que des molécules d’eau non chargées :	Conduit le courant électrique	Ne conduit pas le courant électrique		ANSWERS	Ne conduit pas le courant électrique									
Une solution de sulfate cuivre contenant des molécules d’eau H₂O, des ions sulfate SO₄²⁻ et des ions cuivre (II) Cu²⁺ :	Conduit le courant électrique	Ne conduit pas le courant électrique		ANSWERS	Conduit le courant électrique									
Dans une solution aqueuse ionique, c’est-à-dire qui contient des ions, les ions chargés positivement migrent :	Vers l’électrode négative	Vers l’électrode positive		ANSWERS	Vers l’électrode négative									
Dans une solution aqueuse ionique, c’est-à-dire qui contient des ions, les ions chargés négativement migrent :	Vers l’électrode négative	Vers l’électrode positive		ANSWERS	Vers l’électrode positive									
Après corrosion, le cuivre prend une couleur :	rouge	verte	blanche	noire		ANSWERS	verte							
Après corrosion, l’argent prend une couleur :	rouge	verte	blanche	noire		ANSWERS	noire							
La réaction entre l’acide chlorhydrique et l’or donne :	Des ions or	Des ions hydrogène	L’acide chlorhydrique et l’or ne réagissent pas entre eux		ANSWERS	Des ions or								
Dans l’écriture d’une réaction qui implique des ions, le nombre de charges total des réactifs et des produits :	Reste le même	Augmente	Diminue		ANSWERS	Reste le même								
La fréquence s’exprime en :	seconde	mètres par seconde	mètres	hertz		ANSWERS	hertz							
L’intervalle de fréquence du champ auditif humain est compris entre :	0 et20 Hertz	20 et 200 Hertz	20 et 20000 Hertz	20000 et 200000 Hertz		ANSWERS	20 et 20000 Hertz							
En dessous de 20 Hertz, on appelle cela :	Les supersons	Les infrasons	Les ultrasons	Le champ auditif humain		ANSWERS	Les infrasons							
Les ultrasons correspondent aux fréquences :	Comprises entre 0 et 20 Hertz	Comprises entre 20 et 20 000 Hertz	Au dessus de 20 000 Hertz		ANSWERS	Au dessus de 20 000 Hertz								
La vitesse de propagation du son dans l’air est de :	340 m/s	1500 m/s	150 m/s	340 km/s		ANSWERS	340 m/s							
La vitesse se calcule grâce à la formule ci dessous. La distance se calcule donc avec la formule :	d = v x ∆t	d = v + ∆t	d = ∆t/v		ANSWERS	d = v x ∆t								
La vitesse du son :	Dépend de la température	Ne dépend pas de la température		ANSWERS	Dépend de la température									
Plus la température est élevée :	Plus la vitesse du son est faible	Plus la vitesse du son est importante	Plus la vitesse du son reste stable		ANSWERS	Plus la vitesse du son est importante								
